textID,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),Cleaned_Review,Sentiment
7db53ed89f,home from chelsea`s  jam sessions = <3 = chelsea + abby = i luh you.,positive,night,70-100,Niger,24206644.0,1266700.0,19.0,home from chelseas  jam sessions    chelsea  abby  i luh you,Neutral
a2819eaa7a,we`ll be visiting my grandparents later. btw i just heard katy perry`s hook up whew so cool i love it more than k.clarkson`s version,positive,morning,0-20,Nigeria,206139589.0,910770.0,226.0,well be visiting my grandparents later btw i just heard katy perrys hook up whew so cool i love it more than kclarksons version,Positive
37b50ef2a5,"  very sweet!!! haha. i am like super proud to be a new mom!!! i feel like, i got the perfect daughter. and i am a great mom!!!",positive,noon,21-30,North Korea,25778816.0,120410.0,214.0,  very sweet haha i am like super proud to be a new mom i feel like i got the perfect daughter and i am a great mom,Positive
4cc7d9995d,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*,negative,night,31-45,North Macedonia,2083374.0,25220.0,83.0,gosh im bored its earlyn i wanna goto sleeeepp why am i at work  kay,Negative
c0abd616ab, i`m sure she`ll be fine. they`re not as daft as they look (sometime),neutral,morning,46-60,Norway,5421241.0,365000.0,15.0, im sure shell be fine theyre not as daft as they look sometime,Positive
32058d2bb5,ha! i`d give kristen plenty of free hugs! *sigh* if only i could,neutral,noon,60-70,Oman,5106626.0,309500.0,16.0,ha id give kristen plenty of free hugs sigh if only i could,Positive
144252776," and, yes. i <3 mac, if only it weren`t so expensive",neutral,night,70-100,Pakistan,220892340.0,770880.0,287.0, and yes i  mac if only it werent so expensive,Negative
0c8dd8b628, i hate cottage cheese.  i even got some fancy stuff last weekend with lemon and berries...i could only eat half of it.,negative,morning,0-20,Palau,18094.0,460.0,39.0, i hate cottage cheese  i even got some fancy stuff last weekend with lemon and berriesi could only eat half of it,Negative
c80d7e9b26,  link isn`t working,neutral,noon,21-30,Palestine State,5101414.0,6020.0,847.0,  link isnt working,Neutral
102384b03c,i just need to go to the bank,neutral,night,31-45,Panama,4314767.0,74340.0,58.0,i just need to go to the bank,Neutral
f97b498af4," you should come to estonia, i know some epic horses here, hehe, and a good trainer and good beaches were to ride!",positive,morning,46-60,Papua New Guinea,8947024.0,452860.0,20.0, you should come to estonia i know some epic horses here hehe and a good trainer and good beaches were to ride,Positive
908abc1bd1,_jonas101 wow they`re totally amazing and they`re more than awesome,positive,noon,60-70,Paraguay,7132538.0,397300.0,18.0,jonas wow theyre totally amazing and theyre more than awesome,Positive
0187f448b1,just got laid off  stupid economy!,negative,night,70-100,Peru,32971854.0,1280000.0,26.0,just got laid off  stupid economy,Negative
e833f3a85d,http://twitpic.com/67i90 - my plans have been ruined,negative,morning,0-20,Philippines,109581078.0,298170.0,368.0,  my plans have been ruined,Neutral
f980f61df3,"nothing better than to have your grandaughter smile and nothing feels better than that big hug!! grandkids, what a hoot!",positive,noon,21-30,Poland,37846611.0,306000.0,124.0,nothing better than to have your grandaughter smile and nothing feels better than that big hug grandkids what a hoot,Positive
07b57f906c,`wake up darling`,neutral,night,31-45,Portugal,10196709.0,91590.0,111.0,wake up darling,Neutral
18ee7c255c, oh i know. and i aprreciate it  it can be my back up plan,positive,morning,46-60,Qatar,2881053.0,11610.0,248.0, oh i know and i aprreciate it  it can be my back up plan,Neutral
f7dc083f08," yes, i would love some more cowbell!",positive,noon,60-70,Romania,19237691.0,230170.0,84.0, yes i would love some more cowbell,Positive
6d43a06459, umm don`t ya mean ship,neutral,night,70-100,Russia,145934462.0,16376870.0,9.0, umm dont ya mean ship,Negative
44da06d16c,i really wanna go to australia and england.,neutral,morning,0-20,Rwanda,12952218.0,24670.0,525.0,i really wanna go to australia and england,Positive
938f7e936c,"i just slept that entire flight, and woke up to the fact that the girl beside me had been watching chitty chitty bang bang!",neutral,noon,21-30,Saint Kitts and Nevis,53199.0,260.0,205.0,i just slept that entire flight and woke up to the fact that the girl beside me had been watching chitty chitty bang bang,Neutral
ffd54ac7f7,just had a gym sesh.,neutral,night,31-45,Saint Lucia,183627.0,610.0,301.0,just had a gym sesh,Neutral
e1c4ad96a0,trying to get to sleep but mum is blaring les mis really loudly in the sitting room,negative,morning,46-60,Saint Vincent and the Grenadines,110940.0,390.0,284.0,trying to get to sleep but mum is blaring les mis really loudly in the sitting room,Positive
68e6a47c75,"don`t think i`m gonna be able to go to see the jb 3d concert...wrong time, no where very close by",negative,noon,60-70,Samoa,198414.0,2830.0,70.0,dont think im gonna be able to go to see the jb d concertwrong time no where very close by,Positive
05f4f3ddc3,"i`m a sad panda, hulu doesn`t have the elephant show   no skinnamarinkydinkydink sing alongs for me.",negative,night,70-100,San Marino,33931.0,60.0,566.0,im a sad panda hulu doesnt have the elephant show   no skinnamarinkydinkydink sing alongs for me,Negative
026d3b6611, what`s up? what happened? dm me if you need to. txt on my phone is defunk`d,neutral,morning,0-20,Sao Tome and Principe,219159.0,960.0,228.0, whats up what happened dm me if you need to txt on my phone is defunkd,Neutral
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,neutral,noon,21-30,Saudi Arabia,34813871.0,2149690.0,16.0,is  words into a  minute speech on s teen movies due wednesday blah blah cant wait for the glenn ball,Negative
c10d6fac3d,i`m gonna cry    i went bad at my history test ! i really hate history  !,negative,night,31-45,Senegal,16743927.0,192530.0,87.0,im gonna cry    i went bad at my history test  i really hate history  ,Negative
d554ee2fe0,"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",neutral,morning,46-60,Serbia,8737371.0,87460.0,100.0,just got up couldnt sleep anymore i guess and im not really gonna go back to bed im not really sleepy,Negative
8534e70d73,going to work,neutral,noon,60-70,Seychelles,98347.0,460.0,214.0,going to work,Neutral
a9bc0bc35d, i agree with the whole hollie thing,neutral,night,70-100,Sierra Leone,7976983.0,72180.0,111.0, i agree with the whole hollie thing,Positive
4b2b6a59d4,_ truetrue  but he`s not! xd,positive,morning,0-20,Singapore,5850342.0,700.0,8358.0, truetrue  but hes not xd,Neutral
80a1ed08bf,"sad i missed  going away party due to too much work, but i really am gonna miss that kid",negative,noon,21-30,Slovakia,5459642.0,48088.0,114.0,sad i missed  going away party due to too much work but i really am gonna miss that kid,Negative
cebe0fc8d3,i`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,neutral,night,31-45,Slovenia,2078938.0,20140.0,103.0,ive come to the conclusion that lemongrass chicken tastes like lysol   so much for lunch,Negative
a1833e30a5,one of the most random phone calls ever. my god kill me now.,negative,morning,46-60,Solomon Islands,686884.0,28000.0,25.0,one of the most random phone calls ever my god kill me now,Neutral
f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,positive,noon,60-70,Somalia,15893222.0,627340.0,25.0, more criminy cuteness  sinfest,Positive
9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. no more convenient trips for ice or whatevs. over 3 miles now to travel..",negative,night,70-100,South Africa,59308690.0,1213090.0,49.0,the neighborhood gas station is gone kaput out of business no more convenient trips for ice or whatevs over  miles now to travel,Negative
a3b686ba61,tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,positive,morning,0-20,South Korea,51269185.0,97230.0,527.0,tomorrows mothers day  me n my sis gonna make an onigiri for our mom its gonna be so kewl cant wait for tomorrow ,Neutral
5d9b0f4b31,it makes me sad when people phones are sick,negative,noon,21-30,South Sudan,11193725.0,610952.0,18.0,it makes me sad when people phones are sick,Negative
7e69bec42c,taking care of sick children,positive,night,31-45,Spain,46754778.0,498800.0,94.0,taking care of sick children,Negative
422cd4f89f, welcome to my life,positive,morning,46-60,Sri Lanka,21413249.0,62710.0,341.0, welcome to my life,Positive
d78be7b22e," same here - events + writing songs. but i just finished my tmnt vs mmpr song, so i`m excited to record that on wednesday",positive,noon,60-70,Sudan,43849260.0,1765048.0,25.0, same here  events  writing songs but i just finished my tmnt vs mmpr song so im excited to record that on wednesday,Positive
95db70d9c2, yup! way to **** early and i`m already at work,neutral,night,70-100,Suriname,586632.0,156000.0,4.0, yup way to  early and im already at work,Positive
f2f05cbdae, oh sweet! i`ll definitely check it out when i get the chance...,positive,morning,0-20,Sweden,10099265.0,410340.0,25.0, oh sweet ill definitely check it out when i get the chance,Negative
ab43c568d8, youuuu`re an aaass  my aaass loooool,negative,noon,21-30,Switzerland,8654622.0,39500.0,219.0, youuuure an aaass  my aaass loooool,Neutral
9b04365a55,"i want to ride my bicycle today, but it`s too cold and cloudy today",negative,night,31-45,Syria,17500658.0,183630.0,95.0,i want to ride my bicycle today but its too cold and cloudy today,Negative
2f136d0402, important person?  who?,neutral,morning,46-60,Tajikistan,9537645.0,139960.0,68.0, important person  who,Positive
dc4fa42628," that`s not what  said  i like you, too, though.  is going steady with , though.....",neutral,noon,60-70,Tanzania,59734218.0,885800.0,67.0, thats not what  said  i like you too though  is going steady with  though,Positive
1cd62f2da1," thank you! one day at a time, right?",positive,night,70-100,Thailand,69799978.0,510890.0,137.0, thank you one day at a time right,Positive
170f84ffcf," i missed mine, too. not fun...",negative,morning,0-20,Timor-Leste,1318445.0,14870.0,89.0, i missed mine too not fun,Negative
c8e099fef6,via : found #geocache head`s up! http://coord.info/gc1ret6. probably my only find of the day.  http://bit.ly/js3s4,neutral,noon,21-30,Togo,8278724.0,54390.0,152.0,via  found geocache heads up  probably my only find of the day  ,Neutral
1e1cb8d9a4,let me dream about my spock now goodnight,neutral,night,31-45,Tonga,105695.0,720.0,147.0,let me dream about my spock now goodnight,Neutral
9d968ef838,_e thanks for following me. nice to meet you,positive,morning,46-60,Trinidad and Tobago,1399488.0,5130.0,273.0,e thanks for following me nice to meet you,Positive
ca10e6b390,danny cut his beautiful curls,negative,noon,60-70,Tunisia,11818619.0,155360.0,76.0,danny cut his beautiful curls,Positive
d59c09da6c,god is so good!!,positive,night,70-100,Turkey,84339067.0,770000.0,110.0,god is so good,Positive
16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read,negative,morning,0-20,Turkmenistan,6031200.0,469930.0,13.0,forcing myself to watch the movie  for my book report  im lazy to read,Negative
e9dd5ad752," thanks amy, its full of hotness",positive,noon,21-30,Tuvalu,11792.0,30.0,393.0, thanks amy its full of hotness,Positive
a1ac7a0543, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,negative,night,31-45,Uganda,45741007.0,199810.0,229.0, dont think i can take a needle watched a horribly gory short film on drugs a few months ago im scarred for life,Negative
56395aff30,just finished watching the last of star wars,neutral,morning,46-60,Ukraine,43733762.0,579320.0,75.0,just finished watching the last of star wars,Neutral
356c8f7848,thanks    ? http://blip.fm/~5z6n8,neutral,noon,60-70,United Arab Emirates,9890402.0,83600.0,118.0,thanks     ,Positive
8d85d53e36,can`t be arsed to get out of bed  hello sunshine,negative,night,70-100,United Kingdom,67886011.0,241930.0,281.0,cant be arsed to get out of bed  hello sunshine,Neutral
320a6e56fc,every pair of jeans i own nowadays is very tight.  i think mah butt gettin big (oh!),negative,morning,0-20,United States of America,331002651.0,9147420.0,36.0,every pair of jeans i own nowadays is very tight  i think mah butt gettin big oh,Positive
88c2d7f95e,i bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),neutral,noon,21-30,Uruguay,3473730.0,175020.0,20.0,i bought two tops and a scarf yesterdaysister has successfully hijacked them this morning to wear to breakfast after removing tags,Positive
